Player;Federation;Opponent;Stage;Matchday;Match Number;Minutes Played;Game Started;Substitute;Goals;Man of the Match;Date of Birth;Boot Brand;Boot Type;Boot Colour;Boot Version;Notes;ID Opta;Opta Position;Squad Number;Match Length;Exact Time
Jorginho;Italy;Croatia;Group Stage;3;28;81;1;0;0;0;1991-12-20;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;85955;Midfielder;8;100;82
Trippier, Kieran;England;Slovenia;Group Stage;3;29;84;1;0;0;0;19/09/1990;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;77794;Defender;12;94;84
Bellingham, Jude;England;Slovenia;Group Stage;3;29;90;1;0;0;0;29/06/2003;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;244855;Midfielder;10;94;94
Guéhi, Marc;England;Slovenia;Group Stage;3;29;90;1;0;0;0;13/07/2000;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;209036;Defender;6;94;94
Alexander-Arnold, Trent;England;Slovenia;Group Stage;3;29;6;0;1;0;0;07/10/1998;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;169187;Midfielder;8;94;11
Gordon, Anthony;England;Slovenia;Group Stage;3;29;1;0;1;0;0;24/02/2001;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;232826;Forward;18;94;6
Kane, Harry;England;Slovenia;Group Stage;3;29;90;1;0;0;0;28/07/1993;Skechers;SKX 01 Low;Silver/Green;New;;78830;Forward;9;94;94
Walker, Kyle;England;Slovenia;Group Stage;3;29;90;1;0;0;0;28/05/1990;Puma;Ultra Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;58621;Defender;2;94;94
Mainoo, Kobbie;England;Slovenia;Group Stage;3;29;45;0;1;0;0;19/04/2005;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;516895;Midfielder;26;94;49
Palmer, Cole;England;Slovenia;Group Stage;3;29;19;0;1;0;0;06/05/2002;Nike;Mercurial Vapor XV Elite;Atmosphere Grey/Black;New;;244851;Forward;24;94;24
Gallagher, Conor;England;Slovenia;Group Stage;3;29;45;1;0;0;0;06/02/2000;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;232787;Midfielder;16;94;45
Saka, Bukayo;England;Slovenia;Group Stage;3;29;71;1;0;0;0;05/09/2001;New Balance;Furon v7+ Pro;White/Gold/Black;New;;223340;Forward;7;94;71
Pickford, Jordan;England;Slovenia;Group Stage;3;29;90;1;0;0;0;07/03/1994;Puma;Ultra Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;111234;Goalkeeper;1;94;94
Foden, Phil;England;Slovenia;Group Stage;3;29;89;1;0;0;0;28/05/2000;Nike;Phantom GX Elite;Fuchsia Dream/Barely Grape;New;;209244;Forward;11;94;89
Rice, Declan;England;Slovenia;Group Stage;3;29;90;1;0;0;0;14/01/1999;adidas;Copa Pure 2+;Ftwr White/Lucid Blue/Solar Red;New;;204480;Midfielder;4;94;94
Stones, John;England;Slovenia;Group Stage;3;29;90;1;0;0;0;28/05/1994;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;97299;Defender;5;94;94
Sporar, Andraz;Slovenia;England;Group Stage;3;29;86;1;0;0;0;27/02/1994;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;107798;Forward;9;94;86
Gorenc Stankovic, Jon;Slovenia;England;Group Stage;3;29;4;0;1;0;0;14/01/1996;Nike;Tiempo Legend X Elite;Dark Atomic Teal/Sail;New;;192301;Midfielder;5;94;9
Ilicic, Josip;Slovenia;England;Group Stage;3;29;15;0;1;0;0;29/01/1988;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;55712;Midfielder;26;94;20
Karnicnik, Zan;Slovenia;England;Group Stage;3;29;90;1;0;0;0;18/09/1994;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;457317;Defender;2;94;94
Elsnik, Timi Max;Slovenia;England;Group Stage;3;29;90;1;0;0;0;29/04/1998;Nike;Hypervenom Phantom;Clearwater/Total Crimson/Blue Lagoon;Old;;207020;Midfielder;10;94;94
Mlakar, Jan;Slovenia;England;Group Stage;3;29;86;1;0;0;0;23/10/1998;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;207025;Midfielder;17;94;86
Janza, Erik;Slovenia;England;Group Stage;3;29;89;1;0;0;0;21/06/1993;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;101959;Defender;13;94;91
Gnezda Cerin, Adam;Slovenia;England;Group Stage;3;29;90;1;0;0;1;16/07/1999;adidas;Copa Pure 2+;Ftwr White/Lucid Blue/Solar Red;New;;234809;Midfielder;22;94;94
Sesko, Benjamin;Slovenia;England;Group Stage;3;29;75;1;0;0;0;31/05/2003;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;485711;Forward;11;94;75
Oblak, Jan;Slovenia;England;Group Stage;3;29;90;1;0;0;0;07/01/1993;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;81352;Goalkeeper;1;94;94
Celar, Zan;Slovenia;England;Group Stage;3;29;4;0;1;0;0;14/03/1999;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;429647;Forward;19;94;9
Bijol, Jaka;Slovenia;England;Group Stage;3;29;90;1;0;0;0;05/02/1999;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;434752;Defender;6;94;94
Balkovec, Jure;Slovenia;England;Group Stage;3;29;1;0;1;0;0;09/09/1994;Nike;Phantom GX Elite;Hyper Turquoise/Black/Fuchsia Dream/White;New;;116546;Defender;3;94;4
Drkusic, Vanja;Slovenia;England;Group Stage;3;29;90;1;0;0;0;30/10/1999;Nike;Tiempo Legend X Elite;Lemonade/Black/Metallic Gold Coin;New;;462097;Defender;21;94;94
Stojanovic, Petar;Slovenia;England;Group Stage;3;29;90;1;0;0;0;07/10/1995;Nike;Mercurial Vapor XIV Elite;Chlorine Blue/Laser Orange/Marina;New;;153814;Midfielder;20;94;94
Skov Olsen, Andreas;Denmark;Serbia;Group Stage;3;30;45;0;1;0;0;29/12/1999;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;430368;Forward;11;97;51
Andersen, Joachim;Denmark;Serbia;Group Stage;3;30;90;1;0;0;0;31/05/1996;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;174874;Defender;2;97;97
Eriksen, Christian;Denmark;Serbia;Group Stage;3;30;88;1;0;0;1;14/02/1992;Nike;Tiempo Legend X Elite;Pink Foam/Black;New;;80607;Forward;10;97;89
Mæhle, Joakim;Denmark;Serbia;Group Stage;3;30;90;1;0;0;0;20/05/1997;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;229220;Midfielder;5;97;97
Wind, Jonas;Denmark;Serbia;Group Stage;3;30;45;1;0;0;0;07/02/1999;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;226973;Forward;19;97;46
Dolberg, Kasper;Denmark;Serbia;Group Stage;3;30;31;0;1;0;0;06/10/1997;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;209914;Forward;12;97;37
Højlund, Rasmus;Denmark;Serbia;Group Stage;3;30;59;1;0;0;0;04/02/2003;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;497894;Forward;9;97;60
Poulsen, Yussuf;Denmark;Serbia;Group Stage;3;30;2;0;1;0;0;15/06/1994;Nike;Tiempo Legend X Elite;Pink Foam/Black;New;;166028;Forward;20;97;8
Delaney, Thomas;Denmark;Serbia;Group Stage;3;30;13;0;1;0;0;03/09/1991;Nike;Phantom GX II Elite;White/Black/Metallic Gold Coin;New;;68640;Midfielder;8;97;19
Højbjerg, Pierre-Emile;Denmark;Serbia;Group Stage;3;30;90;1;0;0;0;05/08/1995;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;132015;Midfielder;23;97;97
Bah, Alexander;Denmark;Serbia;Group Stage;3;30;77;1;0;0;0;09/12/1997;Nike;Mercurial Vapor XV Elite;White/Bright Crimson/Black;New;;461266;Midfielder;18;97;78
Kristiansen, Victor;Denmark;Serbia;Group Stage;3;30;13;0;1;0;0;16/12/2002;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;481510;Defender;17;97;19
Christensen, Andreas;Denmark;Serbia;Group Stage;3;30;90;1;0;0;0;10/04/1996;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;135363;Defender;6;97;97
Hjulmand, Morten;Denmark;Serbia;Group Stage;3;30;77;1;0;0;0;25/06/1999;adidas;Copa Pure 2;Ftwr White/Lucid Blue/Solar Red;New;;454812;Midfielder;21;97;78
Schmeichel, Kasper;Denmark;Serbia;Group Stage;3;30;90;1;0;0;0;05/11/1986;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;17745;Goalkeeper;1;97;97
Vestergaard, Jannik;Denmark;Serbia;Group Stage;3;30;90;1;0;0;0;03/08/1992;adidas;Copa Pure .1;White/Core Black/Lucid Lemon;New;;93100;Defender;3;97;97
Mitrovic, Aleksandar;Serbia;Denmark;Group Stage;3;30;90;1;0;0;0;16/09/1994;Puma;Ultra Play;Sun Stream/Puma Black/Sunset Glow;New;;128389;Forward;9;97;97
Milenkovic, Nikola;Serbia;Denmark;Group Stage;3;30;90;1;0;0;0;12/10/1997;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;227444;Defender;4;97;97
Mladenovic, Filip;Serbia;Denmark;Group Stage;3;30;17;0;1;0;0;15/08/1991;Puma;Ultra Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;94467;Defender;25;97;23
Ilic, Ivan;Serbia;Denmark;Group Stage;3;30;67;1;0;0;0;17/03/2001;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;430848;Midfielder;17;97;68
Sergej Milinkovic-Savic;Serbia;Denmark;Group Stage;3;30;3;0;1;0;0;27/02/1995;Nike;Mercurial Superfly IX Elite;Pink Foam/Black;New;;180793;Midfielder;20;97;9
Tadic, Dusan;Serbia;Denmark;Group Stage;3;30;45;0;1;0;0;20/11/1988;Nike;Tiempo Legend X Elite;Pink Foam/Black;New;;62399;Forward;10;97;51
Zivkovic, Andrija;Serbia;Denmark;Group Stage;3;30;90;1;0;0;0;11/07/1996;adidas;X Crazyfast+;Solar Red/White/Team Solar Yellow;New;;164654;Midfielder;14;97;97
Veljkovic, Milos;Serbia;Denmark;Group Stage;3;30;90;1;0;0;0;26/09/1995;Nike;Tiempo Legend X Elite;Lemonade/Black/Metallic Gold Coin;New;;153265;Defender;13;97;97
Jovic, Luka;Serbia;Denmark;Group Stage;3;30;45;0;1;0;0;23/12/1997;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;185533;Forward;8;97;51
Mijailovic, Srdjan;Serbia;Denmark;Group Stage;3;30;73;1;0;0;0;10/11/1993;Nike;Phantom GX Elite DF;Hyper Turquoise/Black/Fuchsia Dream/White;New;;94615;Midfielder;16;97;74
Pavlovic, Strahinja;Serbia;Denmark;Group Stage;3;30;90;1;0;0;0;24/05/2001;Puma;Future 7 Ultimate;Puma White/Puma Black/Poison Pink;New;;487606;Defender;2;97;97
Samardzic, Lazar;Serbia;Denmark;Group Stage;3;30;45;1;0;0;0;24/02/2002;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;477529;Forward;19;97;46
Lukic, Sasa;Serbia;Denmark;Group Stage;3;30;87;1;0;0;0;13/08/1996;Nike;Mercurial Superfly IX Elite;Pink Foam/Black;New;;212314;Forward;22;97;88
Gudelj, Nemanja;Serbia;Denmark;Group Stage;3;30;45;1;0;0;0;16/11/1991;Puma;Ultra Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;72154;Midfielder;6;97;46
Vlahovic, Dusan;Serbia;Denmark;Group Stage;3;30;23;0;1;0;0;28/01/2000;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;225479;Forward;7;97;29
Rajkovic, Predrag;Serbia;Denmark;Group Stage;3;30;90;1;0;0;0;31/10/1995;Puma;Future 7 Ultimate;Puma White/Puma Black/Poison Pink;New;;104407;Goalkeeper;1;97;97
van de Ven, Micky;Netherlands;Austria;Group Stage;3;31;25;0;1;0;0;19/04/2001;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;491279;Defender;15;100;33
Verbruggen, Bart;Netherlands;Austria;Group Stage;3;31;90;1;0;0;0;18/08/2002;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;489639;Goalkeeper;1;100;100
Aké, Nathan;Netherlands;Austria;Group Stage;3;31;65;1;0;0;0;18/02/1995;Nike;Phantom Luna II Elite;Sunset Pulse/Black;New;;126184;Defender;5;100;67
Depay, Memphis;Netherlands;Austria;Group Stage;3;31;90;1;0;1;0;13/02/1994;Puma;Ultra Play;Sun Stream/Puma Black/Sunset Glow;New;;106824;Forward;10;100;100
Geertruida, Lutsharel;Netherlands;Austria;Group Stage;3;31;90;1;0;0;0;18/07/2000;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;247955;Defender;2;100;100
Gakpo, Cody;Netherlands;Austria;Group Stage;3;31;90;1;0;1;0;07/05/1999;Puma;Ultra Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;243298;Forward;11;100;100
de Vrij, Stefan;Netherlands;Austria;Group Stage;3;31;90;1;0;0;0;05/02/1992;Nike;Tiempo Legend X Elite;Lemonade/Black/Metallic Gold Coin;New;;78140;Defender;6;100;100
Malen, Donyell;Netherlands;Austria;Group Stage;3;31;72;1;0;OG;0;19/01/1999;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;204646;Forward;18;100;74
Schouten, Jerdy;Netherlands;Austria;Group Stage;3;31;90;1;0;0;0;12/01/1997;adidas;X 19.1;White/Core Black/Shock Pink;New;;230152;Midfielder;24;100;100
Wijnaldum, Georginio;Netherlands;Austria;Group Stage;3;31;25;0;1;0;0;11/11/1990;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;41733;Midfielder;8;100;33
van Dijk, Virgil;Netherlands;Austria;Group Stage;3;31;90;1;0;0;0;08/07/1991;Nike;Tiempo Legend X Elite;Pink Foam/Black;New;;97032;Defender;4;100;100
Veerman, Joey;Netherlands;Austria;Group Stage;3;31;35;1;0;0;0;19/11/1998;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;231653;Midfielder;16;100;-10
Reijnders, Tijjani;Netherlands;Austria;Group Stage;3;31;65;1;0;0;0;29/07/1998;Mizuno;Alpha;Laser Blue/White/Gold;New;;433036;Midfielder;14;100;67
Weghorst, Wout;Netherlands;Austria;Group Stage;3;31;18;0;1;0;0;07/08/1992;adidas;X Crazyfast+;Solar Red/White/Team Solar Yellow;New;;120202;Forward;9;100;27
Simons, Xavi;Netherlands;Austria;Group Stage;3;31;55;0;1;0;0;21/04/2003;Puma;King Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;493362;Midfielder;7;100;110
Prass, Alexander;Austria;Netherlands;Group Stage;3;31;90;1;0;0;0;26/05/2001;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;442305;Defender;8;100;100
Wöber, Max;Austria;Netherlands;Group Stage;3;31;90;1;0;0;0;04/02/1998;adidas;Copa Pure 2;Ftwr White/Lucid Blue/Solar Red;New;;220087;Defender;2;100;100
Querfeld, Leopold;Austria;Netherlands;Group Stage;3;31;26;0;1;0;0;20/12/2003;Puma;Ultra Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;518058;Defender;14;100;34
Weimann, Andreas;Austria;Netherlands;Group Stage;3;31;1;0;1;0;0;05/08/1991;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;80979;Forward;24;100;6
Wimmer, Patrick;Austria;Netherlands;Group Stage;3;31;63;1;0;0;0;30/05/2001;Puma;Ultra Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;486206;Midfielder;23;100;65
Gregoritsch, Michael;Austria;Netherlands;Group Stage;3;31;12;0;1;0;0;18/04/1994;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;62480;Forward;11;100;20
Grillitsch, Florian;Austria;Netherlands;Group Stage;3;31;64;1;0;0;0;07/08/1995;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;Laceless;210159;Midfielder;10;100;66
Laimer, Konrad;Austria;Netherlands;Group Stage;3;31;27;0;1;0;0;27/05/1997;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;109126;Midfielder;20;100;35
Posch, Stefan;Austria;Netherlands;Group Stage;3;31;90;1;0;0;0;14/05/1997;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;191803;Defender;5;100;100
Seiwald, Nicolas;Austria;Netherlands;Group Stage;3;31;90;1;0;0;0;04/05/2001;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;478196;Midfielder;6;100;100
Lienhart, Philipp;Austria;Netherlands;Group Stage;3;31;62;1;0;0;0;11/07/1996;Puma;Future 7 Ultimate;Puma White/Puma Black/Poison Pink;New;;199245;Defender;15;100;64
Arnautovic, Marko;Austria;Netherlands;Group Stage;3;31;78;1;0;0;0;19/04/1989;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;41464;Forward;7;100;80
Sabitzer, Marcel;Austria;Netherlands;Group Stage;3;31;90;1;0;1;1;17/03/1994;Nike;Mercurial Superfly IX Elite;White/Black/Metallic Gold;New;;101338;Midfielder;9;100;100
Baumgartner, Christoph;Austria;Netherlands;Group Stage;3;31;28;0;1;0;0;01/08/1999;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;454831;Midfielder;19;100;36
Pentz, Patrick;Austria;Netherlands;Group Stage;3;31;90;1;0;0;0;02/01/1997;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;208766;Goalkeeper;13;100;100
Schmid, Romano;Austria;Netherlands;Group Stage;3;31;89;1;0;1;0;27/01/2000;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;228564;Midfielder;18;100;94
Camavinga, Eduardo;France;Poland;Group Stage;3;32;29;0;1;0;0;10/11/2002;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;475561;Midfielder;6;98;36
Hernández, Théo;France;Poland;Group Stage;3;32;90;1;0;0;0;06/10/1997;Puma;Ultra Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;222784;Defender;22;98;98
Barcola, Bradley;France;Poland;Group Stage;3;32;61;1;0;0;0;02/09/2002;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;482616;Forward;25;98;63
Kolo Muani, Randal;France;Poland;Group Stage;3;32;4;0;1;0;0;05/12/1998;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;Laceless;247693;Forward;12;98;11
Griezmann, Antoine;France;Poland;Group Stage;3;32;29;0;1;0;0;21/03/1991;Puma;Ultra Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;76650;Forward;7;98;36
Kanté, N'Golo;France;Poland;Group Stage;3;32;61;1;0;0;0;29/03/1991;adidas;X 18.1;Active Red/Silver Metallic/Bold Blue;New;;116594;Midfielder;13;98;63
Koundé, Jules;France;Poland;Group Stage;3;32;90;1;0;0;0;12/11/1998;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;220325;Defender;5;98;98
Fofana, Youssouf;France;Poland;Group Stage;3;32;9;0;1;0;0;10/01/1999;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;Laceless;461913;Midfielder;19;98;15
Dembélé, Ousmane;France;Poland;Group Stage;3;32;86;1;0;0;0;15/05/1997;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;219438;Forward;11;98;88
Saliba, William;France;Poland;Group Stage;3;32;90;1;0;0;0;24/03/2001;Nike;Tiempo Legend X Elite;Pink Foam/Black;New;;462424;Defender;17;98;98
Upamecano, Dayot;France;Poland;Group Stage;3;32;90;1;0;0;0;27/10/1998;Nike;Phantom Luna II Elite;White/Black/Metallic Gold Coin;New;;199661;Defender;4;98;98
Giroud, Olivier;France;Poland;Group Stage;3;32;29;0;1;0;0;30/09/1986;Puma;Ultra Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;44346;Forward;9;98;35
Mbappé, Kylian;France;Poland;Group Stage;3;32;90;1;0;1;0;20/12/1998;Nike;Mercurial Superfly IX Elite;Pink Foam/Black;New;;220160;Forward;10;98;98
Maignan, Mike;France;Poland;Group Stage;3;32;90;1;0;0;0;03/07/1995;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;129487;Goalkeeper;16;98;98
Tchouaméni, Aurélien;France;Poland;Group Stage;3;32;81;1;0;0;0;27/01/2000;Nike;Phantom Luna II Elite;Sunset Pulse/Black;New;;219292;Midfielder;8;98;83
Rabiot, Adrien;France;Poland;Group Stage;3;32;61;1;0;0;0;03/04/1995;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;120743;Midfielder;14;98;63
Urbanski, Kacper;Poland;France;Group Stage;3;32;90;1;0;0;0;07/09/2004;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;500922;Forward;26;98;98
Sebastian Szymanski;Poland;France;Group Stage;3;32;68;1;0;0;0;10/05/1999;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;234516;Midfielder;20;98;70
Lewandowski, Robert;Poland;France;Group Stage;3;32;90;1;0;1;0;21/08/1988;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;56764;Forward;9;98;98
Zalewski, Nicola;Poland;France;Group Stage;3;32;68;1;0;0;0;23/01/2002;Nike;Mercurial Superfly IX Elite;Pink Foam/Black;New;;466147;Defender;21;98;70
Kiwior, Jakub;Poland;France;Group Stage;3;32;90;1;0;0;0;15/02/2000;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;440854;Defender;14;98;98
Bednarek, Jan;Poland;France;Group Stage;3;32;90;1;0;0;0;12/04/1996;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;171771;Defender;5;98;98
Frankowski, Przemyslaw;Poland;France;Group Stage;3;32;90;1;0;0;0;12/04/1995;Kipsta;CLR900;White/Volt;New;;140040;Defender;19;98;98
Dawidowicz, Pawel;Poland;France;Group Stage;3;32;90;1;0;0;0;20/05/1995;Nike;Tiempo Legend VI;Clear Jade/Black/Volt;Old;;141925;Defender;3;98;98
Swiderski, Karol;Poland;France;Group Stage;3;32;22;0;1;0;0;23/01/1997;adidas;X Crazyfast.1;Solar Red/White/Team Solar Yellow;New;;192247;Forward;7;98;29
Zielinski, Piotr;Poland;France;Group Stage;3;32;90;1;0;0;0;20/05/1994;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;126440;Midfielder;10;98;98
Skóras, Michal;Poland;France;Group Stage;3;32;22;0;1;0;0;15/02/2000;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;484672;Forward;25;98;29
Skorupski, Lukasz;Poland;France;Group Stage;3;32;90;1;0;0;1;05/05/1991;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;85288;Goalkeeper;12;98;98
Moder, Jakub;Poland;France;Group Stage;3;32;90;1;0;0;0;07/04/1999;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;243505;Midfielder;8;98;98
Strelec, David;Slovakia;Romania;Group Stage;3;33;70;1;0;0;0;2001-04-04;adidas;X Crazyfast+;Solar Red/White/Team Solar Yellow;New;Left leg shoe lace changed;456304;Forward;18;98;74
Gyömbér, Norbert;Slovakia;Romania;Group Stage;3;33;1;0;1;0;0;1992-07-03;adidas;X Crazyfast.1;Solar Red/White/Team Solar Yellow;New;;108732;Defender;6;98;3
Vavro, Denis;Slovakia;Romania;Group Stage;3;33;90;1;0;0;0;1996-04-10;Nike;Mercurial Vapor XV Elite;Lemonade/Black;New;;164266;Defender;3;98;98
Schranz, Ivan;Slovakia;Romania;Group Stage;3;33;78;1;0;0;0;1993-09-13;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;112201;Forward;26;98;81
Haraslín, Lukás;Slovakia;Romania;Group Stage;3;33;70;1;0;0;0;1996-05-26;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;173131;Forward;17;98;74
Lobotka, Stanislav;Slovakia;Romania;Group Stage;3;33;90;1;0;0;1;1994-11-25;Nike;Mercurial Vapor XV Elite Nike By You;Whiteout;New;Customised the boot;101820;Midfielder;22;98;98
Suslov, Tomás;Slovakia;Romania;Group Stage;3;33;20;0;1;0;0;2002-06-07;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;Laceless;502251;Midfielder;7;98;25
Dúbravka, Martin;Slovakia;Romania;Group Stage;3;33;90;1;0;0;0;1989-01-15;Nike;Mercurial Vapor XV Elite;Lemonade/Black;New;;67089;Goalkeeper;1;98;98
Bero, Matús;Slovakia;Romania;Group Stage;3;33;1;0;1;0;0;1995-09-06;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;Laceless;181144;Midfielder;21;98;3
Duris, Dávid;Slovakia;Romania;Group Stage;3;33;12;0;1;0;0;1999-03-22;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;465867;Forward;20;98;18
Kucka, Juraj;Slovakia;Romania;Group Stage;3;33;90;1;0;0;0;1987-02-26;Mizuno;Morelia Neo IV;White/Radiant Red/Hot Coral;New;;69143;Midfielder;19;98;98
Duda, Ondrej;Slovakia;Romania;Group Stage;3;33;89;1;0;1;0;1994-12-05;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;139110;Midfielder;8;98;95
Pekarík, Peter;Slovakia;Romania;Group Stage;3;33;89;1;0;0;0;1986-10-30;Nike;Mercurial Superfly IX Elite;Lemonade/Black;New;;42614;Defender;2;98;95
Hancko, Dávid;Slovakia;Romania;Group Stage;3;33;90;1;0;0;0;1997-12-13;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;235093;Defender;16;98;98
Bozeník, Róbert;Slovakia;Romania;Group Stage;3;33;20;0;1;0;0;1999-11-18;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;204694;Forward;9;98;25
Skriniar, Milan;Slovakia;Romania;Group Stage;3;33;90;1;0;0;0;1995-02-11;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;112065;Defender;14;98;98
Coman, Florinel;Romania;Slovakia;Group Stage;3;33;58;1;0;0;0;1998-04-10;Nike;Mercurial Superfly IX Elite;Pink Foam/Black;New;;208974;Midfielder;17;98;62
Hagi, Ianis;Romania;Slovakia;Group Stage;3;33;66;1;0;0;0;1998-10-22;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;194605;Midfielder;10;98;70
Nita, Florin;Romania;Slovakia;Group Stage;3;33;90;1;0;0;0;1987-07-03;Joma;Propulsion Cup 23;White/Black;New;Shoe ankle removed;101542;Goalkeeper;1;98;98
Dragus, Denis;Romania;Slovakia;Group Stage;3;33;67;1;0;0;0;1999-07-06;Nike;Mercurial Superfly IX Elite;Pink Foam/Black;New;;219348;Forward;19;98;70
Bancu, Nicusor;Romania;Slovakia;Group Stage;3;33;90;1;0;0;0;1992-09-18;Puma;Ultra Ultimate;Fizzy Light/Parisian Night/Blue Glimmer;New;;192152;Defender;11;98;98
Ratiu, Andrei;Romania;Slovakia;Group Stage;3;33;90;1;0;0;0;1998-06-20;Nike;Mercurial Vapor XV Elite;Atmosphere Grey/Black;New;;466543;Defender;2;98;98
